error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	KE	3440162	KE	Tomás Curtis	Ohio	Summit County	35.29	outside_boundary_exact	not_found_in_US	41.633106,-81.788568	504	Columbia Run Conservation Area	https://lichenportal.org/portal/collections/individual/index.php?occid=3440162
COUNTRY	1000	KE	3440217	KE	Tomás Curtis	Ohio	Summit County	35.29	outside_boundary_exact	not_found_in_US	41.633106,-81.788568	497	Columbia Run Conservation Area	https://lichenportal.org/portal/collections/individual/index.php?occid=3440217
COUNTRY	1000	KE	3781496	KE	Tomás Curtis	Ohio	Ashtabula County	71.42	outside_boundary_exact	not_found_in_US	41.702,-81.8687	5366	Morgan Twp, Cleveland Museum of Natural History - Schweitzer Tract of the Grand River Terraces, approx 2 mi ENE of the Fobes Rd/Windsor-Mechanicsville Rd jct	https://lichenportal.org/portal/collections/individual/index.php?occid=3781496
COUNTRY	1000	KE	3781497	KE	Tomás Curtis	Ohio	Ashtabula County	71.31	outside_boundary_exact	not_found_in_US	41.6968,-81.8671	5367	Morgan Twp, Cleveland Museum of Natural History - Schweitzer Tract of the Grand River Terraces, approx 2 mi E of the Fobes Rd/Windsor-Mechanicsville Rd jct	https://lichenportal.org/portal/collections/individual/index.php?occid=3781497
COUNTRY	1000	KE	4775393	KE	Tomás Curtis	Ohio	Hocking County	209.84	outside_boundary_exact	not_found_in_US	41.535,-82.4471	6507	Logan, Fox Property	https://lichenportal.org/portal/collections/individual/index.php?occid=4775393
COUNTRY	1000	OS	4786827	OS	Jim Toppin	Ohio	Sandusky	12093.05	outside_boundary_exact	not_found_in_US	41.395,83.288	OS0149135	Ringneck Ridge Wildlife Area, 1818 Twp. Road 74	https://lichenportal.org/portal/collections/individual/index.php?occid=4786827
COUNTRY	1000	OS	4786828	OS	Jim Toppin	Ohio	Sandusky	12093.05	outside_boundary_exact	not_found_in_US	41.395,83.288	OS0149137	Ringneck Ridge Wildlife Area, 1818 Twp. Road 74	https://lichenportal.org/portal/collections/individual/index.php?occid=4786828
COUNTRY	1000	OS	4786829	OS	Jim Toppin	Ohio	Sandusky	12093.05	outside_boundary_exact	not_found_in_US	41.395,83.288	OS0149136	Ringneck Ridge Wildlife Area, 1818 Twp. Road 74	https://lichenportal.org/portal/collections/individual/index.php?occid=4786829
COUNTRY	1000	OS	4786830	OS	Jim Toppin	Ohio	Sandusky	12093.05	outside_boundary_exact	not_found_in_US	41.395,83.288	OS0149138	Ringneck Ridge Wildlife Area, 1818 Twp. Road 74	https://lichenportal.org/portal/collections/individual/index.php?occid=4786830
COUNTRY	1000	OS	4786831	OS	Jim Toppin	Ohio	Sandusky	12093.05	outside_boundary_exact	not_found_in_US	41.395,83.288	OS0149139	Ringneck Ridge Wildlife Area, 1818 Twp. Road 74	https://lichenportal.org/portal/collections/individual/index.php?occid=4786831
COUNTRY	1000	OS	4786832	OS	Jim Toppin	Ohio	Sandusky	12093.05	outside_boundary_exact	not_found_in_US	41.395,83.288	OS0149140	Ringneck Ridge Wildlife Area, 1818 Twp. Road 74	https://lichenportal.org/portal/collections/individual/index.php?occid=4786832
COUNTRY	1000	WIS	1009001	WIS	Bruce Fink	Ohio	Oxford	NA	county_not_matched_no_match	county_not_matched	39.50694,-84.74528	WIS-L-0015126	Oxford	https://lichenportal.org/portal/collections/individual/index.php?occid=1009001
COUNTRY	1000	WSCO	5648115	WSCO	S. Kolomyjec	Ohio	Hardin	12262.92	outside_boundary_exact	not_found_in_US	40.769316,83.826965	WSCO013119	Tree row behind Ohio Northern University science complex along south side of Lincoln Ave.	https://lichenportal.org/portal/collections/individual/index.php?occid=5648115
COUNTRY	1000	WSCO	5648117	WSCO	S. Kolomyjec	Ohio	Hardin	12262.92	outside_boundary_exact	not_found_in_US	40.769316,83.826965	WSCO013120	Tree row behind Ohio Northern University science complex along south side of Lincoln Ave.	https://lichenportal.org/portal/collections/individual/index.php?occid=5648117
