error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	ASU	69307	ASU	R.S. Egan	West Virginia	Tucker	0.04	outside_boundary_exact	West Virginia, Grant County	39.0652778,-79.3011111	NA	Monongahela National Forest, Dolly Sods Wilderness, Bear Rocks, 16 km SE of Davis	https://lichenportal.org/portal/collections/individual/index.php?occid=69307
COUNTY	10	ASU	710005	ASU	R.S. Egan	West Virginia	Pendleton	79.35	outside_boundary_exact	West Virginia, Preston County	39.6502777777778,-79.5413888888889	NA	Fanny Bennett Hemlock Grove along CR 28-10; Monongahela National Forest; hemlock-oak-beech forest; ca. 22 mi SE of Elkins	https://lichenportal.org/portal/collections/individual/index.php?occid=710005
COUNTY	10	ASU	81033	ASU	R.S. Egan	West Virginia	Tucker	0.04	outside_boundary_exact	West Virginia, Grant County	39.0652778,-79.3011111	ASUL046392	Dolly Sods Wilderness Area near Bear Rocks, Monongahela National Forest, 16 km SE of Davis	https://lichenportal.org/portal/collections/individual/index.php?occid=81033
COUNTY	10	ASU	81173	ASU	J.C. Lendemer	West Virginia	Pocahontas	2.61	outside_boundary_exact	West Virginia, Randolph County	38.4425,-80.2102778	NA	along the SE shore of Tea Creek, along Tea Creek Trail ca. 1.6 km from intersection with North Face Trail, Cranberry Wilderness, Monongahela National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=81173
COUNTY	10	ASU	95277	ASU	J.C. Lendemer	West Virginia	Pocahontas	2.61	outside_boundary_exact	West Virginia, Randolph County	38.4425,-80.2102778	NA	along the SE shore of Tea Creek, along Tea Creek Trail ca. 1.6 km from intersection with North Face Trail, Cranberry Wilderness, Monongahela National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=95277
COUNTY	10	ASU	95300	ASU	J.C. Lendemer	West Virginia	Pocahontas	2.61	outside_boundary_exact	West Virginia, Randolph County	38.4425,-80.2102778	NA	along the SE shore of Tea Creek, along Tea Creek Trail ca. 1.6 km from intersection with North Face Trail, Cranberry Wilderness, Monongahela National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=95300
COUNTY	10	CINC	1815374	CINC	Cusick, Allison W.	West Virginia	Grant	8.06	outside_boundary_exact	West Virginia, Pendleton County	38.779002,-79.225316	CINC-L-0006477	Greenwalt Gap, Co. Rt. 1-2, 0.5 southeast of Co. Rt. 1 at Kline, Mozer Quad	https://lichenportal.org/portal/collections/individual/index.php?occid=1815374
COUNTY	10	ILL	1508785	ILL	M.E. Hale	West Virginia	Pocahontas	3.29	outside_boundary_exact	West Virginia, Randolph County	38.596643,-79.890717	ILL00038561	at Gaudiner Knob	https://lichenportal.org/portal/collections/individual/index.php?occid=1508785
COUNTY	10	ILL	1508806	ILL	M.E. Hale	West Virginia	Pocahontas	0.04	outside_boundary_exact	West Virginia, Randolph County	38.615391,-79.844228	ILL00038582	Gaudineer Knob	https://lichenportal.org/portal/collections/individual/index.php?occid=1508806
COUNTY	10	ILL	1509554	ILL	M.E. Hale	West Virginia	Pocahontas	0.04	outside_boundary_exact	West Virginia, Randolph County	38.615391,-79.844228	ILL00039330	Gaudineer Knob	https://lichenportal.org/portal/collections/individual/index.php?occid=1509554
COUNTY	10	ILL	1509624	ILL	M.E. Hale	West Virginia	Randolph	1.03	outside_boundary_exact	West Virginia, Pendleton County	38.708544,-79.55393	ILL00039400	at Spruce Knob Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=1509624
COUNTY	10	KE	3439694	KE	Tomás Curtis	West Virginia	Randolph County	0.14	outside_boundary_exact	West Virginia, Randolph County	38.613905,-79.841972	26	Gaudineer Scenic Area	https://lichenportal.org/portal/collections/individual/index.php?occid=3439694
COUNTY	10	KE	3439715	KE	Tomás Curtis	West Virginia	Randolph County	0.23	outside_boundary_exact	West Virginia, Randolph County	38.620242,-79.843667	47	Gaudineer Scenic Area	https://lichenportal.org/portal/collections/individual/index.php?occid=3439715
COUNTY	10	KE	3439735	KE	Tomás Curtis	West Virginia	Randolph County	0.23	outside_boundary_exact	West Virginia, Randolph County	38.620242,-79.843603	68	Gaudineer Scenic Area	https://lichenportal.org/portal/collections/individual/index.php?occid=3439735
COUNTY	10	KE	3439750	KE	Tomás Curtis	West Virginia	Randolph County	0.24	outside_boundary_exact	West Virginia, Randolph County	38.614642,-79.840921	83	Gaudineer Scenic Area	https://lichenportal.org/portal/collections/individual/index.php?occid=3439750
COUNTY	10	KE	3439785	KE	Tomás Curtis	West Virginia	Randolph	0.2	outside_boundary_exact	West Virginia, Randolph County	38.616151,-79.841521	164	Gaudineer Scenic Area, Monongahela National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=3439785
COUNTY	10	KE	3439788	KE	Tomás Curtis	West Virginia	Randolph	0.27	outside_boundary_exact	West Virginia, Randolph County	38.617308,-79.841114	167	around Gaudineer Scenic area	https://lichenportal.org/portal/collections/individual/index.php?occid=3439788
