error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	ASU	101467	ASU	G.T. Johnson	Alabama	Clay	214.25	outside_boundary_exact	Alabama, Franklin County	34.484263,-87.94976	NA	near Dempsey	https://lichenportal.org/portal/collections/individual/index.php?occid=101467
COUNTY	10	ASU	103368	ASU	D. O'Bryan	Alabama	Clay	0.59	outside_boundary_exact	Alabama, Cleburne County	33.474553,-85.809685	ASUL009806	Talladega National Forest; Cheaha State Park, 19 km S of Amniston	https://lichenportal.org/portal/collections/individual/index.php?occid=103368
COUNTY	10	ASU	5767592	ASU	Erin Tripp	Alabama	Morgan	62.09	outside_boundary_exact	Alabama, Jackson County	34.94222,-86.0528	ASUL029189	James D. Martin - Skyline Wildlife Management Area, N-facing slopes of Spring Hollow, 0.3 km [0.2 mi] E of Tate Spring, S of Tate Cove Rd. 4 km [2.5 mi] E of jct w/ Money Hollow Rd. and 4.1 km [2.6 mi] W of jct w/ AL79	https://lichenportal.org/portal/collections/individual/index.php?occid=5767592
COUNTY	10	ASU	70427	ASU	D. O'Bryan	Alabama	Clay	0.59	outside_boundary_exact	Alabama, Cleburne County	33.474553,-85.809685	NA	Talladega National Forest; Cheaha State Park, 18 km S of Anniston	https://lichenportal.org/portal/collections/individual/index.php?occid=70427
COUNTY	10	ASU	70430	ASU	D. O'Bryan	Alabama	Clay	0.59	outside_boundary_exact	Alabama, Cleburne County	33.474553,-85.809685	NA	Talladega National Forest; Cheaha State Park, 18 km S of Anniston	https://lichenportal.org/portal/collections/individual/index.php?occid=70430
COUNTY	10	ASU	84700	ASU	D. O'Bryan	Alabama	Clay	0.59	outside_boundary_exact	Alabama, Cleburne County	33.474553,-85.809685	NA	Talladega National Forest; Cheaha State Park, 18 km S of Anniston	https://lichenportal.org/portal/collections/individual/index.php?occid=84700
COUNTY	10	ASU	84704	ASU	D. O'Bryan	Alabama	Clay	0.59	outside_boundary_exact	Alabama, Cleburne County	33.474553,-85.809685	NA	Talladega National Forest; Cheaha State Park, 18 km S of Anniston	https://lichenportal.org/portal/collections/individual/index.php?occid=84704
COUNTY	10	AUA	2691128	AUA	Hansen, Curtis J.	Alabama	Hale	235.89	outside_boundary_exact	Alabama, DeKalb County	34.50088,-85.61391	AUA-L-0000621	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; in parking area across from the gymnasium	https://lichenportal.org/portal/collections/individual/index.php?occid=2691128
COUNTY	10	AUA	2691134	AUA	Hansen, Curtis J.	Alabama	Hale	236.6	outside_boundary_exact	Alabama, DeKalb County	34.50613,-85.60938	AUA-L-0000627	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; along SE side of Lake Howard, near boat dock	https://lichenportal.org/portal/collections/individual/index.php?occid=2691134
COUNTY	10	AUA	2691135	AUA	Hansen, Curtis J.	Alabama	Hale	236.38	outside_boundary_exact	Alabama, DeKalb County	34.50506,-85.61146	AUA-L-0000628	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; in Alpine Camp near Longbow Cabin	https://lichenportal.org/portal/collections/individual/index.php?occid=2691135
