error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	AUA	2690861	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50613,-85.60938	AUA-L-0000325	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; along SE side of Lake Howard, near boat dock	https://lichenportal.org/portal/collections/individual/index.php?occid=2690861
COUNTRY	1000	AUA	2690874	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50088,-85.61391	AUA-L-0000341	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; above W-fork of Little River	https://lichenportal.org/portal/collections/individual/index.php?occid=2690874
COUNTRY	1000	AUA	2690895	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50088,-85.61391	AUA-L-0000363	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; above W-fork of Little River	https://lichenportal.org/portal/collections/individual/index.php?occid=2690895
COUNTRY	1000	AUA	2690925	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50307,-85.60918	AUA-L-0000394	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; above the hill cabins	https://lichenportal.org/portal/collections/individual/index.php?occid=2690925
COUNTRY	1000	AUA	2690933	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50307,-85.60918	AUA-L-0000404	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne	https://lichenportal.org/portal/collections/individual/index.php?occid=2690933
COUNTRY	1000	AUA	2690982	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50307,-85.60918	AUA-L-0000459	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne, (7.5 min.); (WGS84).	https://lichenportal.org/portal/collections/individual/index.php?occid=2690982
COUNTRY	1000	AUA	2690997	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50088,-85.61391	AUA-L-0000475	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; above W-fork of Little River	https://lichenportal.org/portal/collections/individual/index.php?occid=2690997
COUNTRY	1000	AUA	2691038	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50307,-85.60918	AUA-L-0000521	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; above the hill cabins	https://lichenportal.org/portal/collections/individual/index.php?occid=2691038
COUNTRY	1000	AUA	2691049	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50307,-85.60918	AUA-L-0000533	Alpine Camp for Boys, De Soto State Park, ea. 7 air miles NE of downtown Ft. Payne	https://lichenportal.org/portal/collections/individual/index.php?occid=2691049
COUNTRY	1000	AUA	2691069	AUA	Hansen, Curtis J.	Alabama	De Kalb	NA	county_not_matched_no_match	county_not_matched	34.50088,-85.61391	AUA-L-0000554	Alpine Camp for Boys, De Soto State Park, ca. 7 air miles NE of downtown Ft. Payne; above W-fork of Little River	https://lichenportal.org/portal/collections/individual/index.php?occid=2691069
